"Year","State","State_ab","Population"
1963,"Maryland            ","MD",3386000
1963,"Massachusetts       ","MA",5344000
1963,"Michigan            ","MI",8057999.5
1963,"Minnesota           ","MN",3531000
1963,"Mississippi         ","MS",2244000
1963,"Missouri            ","MO",4392000
1963,"Montana             ","MT",703000
1963,"Nebraska            ","NE",1476000
1963,"Nevada              ","NV",397000
1963,"New Hampshire       ","NH",649000
1963,"New Jersey          ","NJ",6531000
1963,"New Mexico          ","NM",989000
1963,"New York            ","NY",17461000
1963,"North Carolina      ","NC",4742000
1963,"North Dakota        ","ND",644000
1963,"Ohio                ","OH",9986000
1963,"Oklahoma            ","OK",2439000
1963,"Oregon              ","OR",1853000
1963,"Pennsylvania        ","PA",11424000
1963,"Rhode Island        ","RI",876000
1963,"South Carolina      ","SC",2460000
1963,"South Dakota        ","SD",708000
1963,"Tennessee           ","TN",3718000
1963,"Texas               ","TX",10159000
1963,"Utah                ","UT",974000
1963,"Vermont             ","VT",397000
1963,"Virginia            ","VA",4276000
1963,"Washington          ","WA",2955000
1963,"West Virginia       ","WV",1796000
1963,"Wisconsin           ","WI",4112000
1963,"Wyoming             ","WY",336000
1964,"Alabama             ","AL",3395000
1964,"Alaska              ","AK",263000
1964,"Arizona             ","AZ",1556000
1964,"Arkansas            ","AR",1897000
1964,"California          ","CA",18151000
1964,"Colorado            ","CO",1970000
1964,"Connecticut         ","CT",2798000
1964,"Delaware            ","DE",497000
1964,"Florida             ","FL",5781000
1964,"Georgia             ","GA",4258000
1964,"Hawaii              ","HI",7e+05
1964,"Idaho               ","ID",680000
1964,"Illinois            ","IL",10580000
1964,"Indiana             ","IN",4856000
1964,"Iowa                ","IA",2746000
1964,"Kansas              ","KS",2209000
1964,"Kentucky            ","KY",3129000
1964,"Louisiana           ","LA",3446000
1964,"Maine               ","ME",993000
1964,"Maryland            ","MD",3492000
1964,"Massachusetts       ","MA",5448000
1964,"Michigan            ","MI",8187000.5
1964,"Minnesota           ","MN",3558000
1964,"Mississippi         ","MS",2241000
1964,"Missouri            ","MO",4442000
1964,"Montana             ","MT",706000
1964,"Nebraska            ","NE",1482000
1964,"Nevada              ","NV",426000
1964,"New Hampshire       ","NH",663000
1964,"New Jersey          ","NJ",6660000
1964,"New Mexico          ","NM",1006000.0625
1964,"New York            ","NY",17589000
1964,"North Carolina      ","NC",4802000
1964,"North Dakota        ","ND",649000
1964,"Ohio                ","OH",10080000
1964,"Oklahoma            ","OK",2446000
1964,"Oregon              ","OR",1888000
1964,"Pennsylvania        ","PA",11519000
1964,"Rhode Island        ","RI",885000
1964,"South Carolina      ","SC",2475000
1964,"South Dakota        ","SD",701000
1964,"Tennessee           ","TN",3771000
1964,"Texas               ","TX",10270000
1964,"Utah                ","UT",978000
1964,"Vermont             ","VT",399000
1964,"Virginia            ","VA",4357000
1964,"Washington          ","WA",2961000
1964,"West Virginia       ","WV",1797000
1964,"Wisconsin           ","WI",4165000
1964,"Wyoming             ","WY",339000
1965,"Alabama             ","AL",3443000
1965,"Alaska              ","AK",271000
1965,"Arizona             ","AZ",1584000
1965,"Arkansas            ","AR",1894000
1965,"California          ","CA",18585000
1965,"Colorado            ","CO",1985000
1965,"Connecticut         ","CT",2857000
1965,"Delaware            ","DE",507000.03125
1965,"Florida             ","FL",5954000
1965,"Georgia             ","GA",4332000
1965,"Hawaii              ","HI",704000
1965,"Idaho               ","ID",686000
1965,"Illinois            ","IL",10693000
1965,"Indiana             ","IN",4922000
1965,"Iowa                ","IA",2742000
1965,"Kansas              ","KS",2206000
1965,"Kentucky            ","KY",3140000
1965,"Louisiana           ","LA",3496000
1965,"Maine               ","ME",997000
1965,"Maryland            ","MD",3600000
1965,"Massachusetts       ","MA",5502000
1965,"Michigan            ","MI",8357000
1965,"Minnesota           ","MN",3592000
1965,"Mississippi         ","MS",2246000
1965,"Missouri            ","MO",4467000
1965,"Montana             ","MT",706000
1965,"Nebraska            ","NE",1471000
1965,"Nevada              ","NV",444000
1965,"New Hampshire       ","NH",676000
1965,"New Jersey          ","NJ",6767000
1965,"New Mexico          ","NM",1011999.9375
1965,"New York            ","NY",17734000
1965,"North Carolina      ","NC",4863000
1965,"North Dakota        ","ND",649000
1965,"Ohio                ","OH",10201000
1965,"Oklahoma            ","OK",2440000
1965,"Oregon              ","OR",1937000
1965,"Pennsylvania        ","PA",11620000
1965,"Rhode Island        ","RI",893000
1965,"South Carolina      ","SC",2494000
1965,"South Dakota        ","SD",692000
1965,"Tennessee           ","TN",3798000
1965,"Texas               ","TX",10378000
1965,"Utah                ","UT",991000
1965,"Vermont             ","VT",404000
1965,"Virginia            ","VA",4411000
1965,"Washington          ","WA",2967000
1965,"West Virginia       ","WV",1786000
1965,"Wisconsin           ","WI",4232000
1965,"Wyoming             ","WY",332000
1966,"Alabama             ","AL",3464000
1966,"Alaska              ","AK",271000
1966,"Arizona             ","AZ",1614000
1966,"Arkansas            ","AR",1899000
1966,"California          ","CA",18858000
1966,"Colorado            ","CO",2007000
1966,"Connecticut         ","CT",2903000
1966,"Delaware            ","DE",516000
1966,"Florida             ","FL",6104000
1966,"Georgia             ","GA",4379000
1966,"Hawaii              ","HI",710000
1966,"Idaho               ","ID",689000
1966,"Illinois            ","IL",10836000
1966,"Indiana             ","IN",4999000
1966,"Iowa                ","IA",2762000
1966,"Kansas              ","KS",2200000
1966,"Kentucky            ","KY",3147000
1966,"Louisiana           ","LA",3550000
1966,"Maine               ","ME",999000
1966,"Maryland            ","MD",3695000
1966,"Massachusetts       ","MA",5535000
1966,"Michigan            ","MI",8512000
1966,"Minnesota           ","MN",3617000
1966,"Mississippi         ","MS",2245000
1966,"Missouri            ","MO",4523000
1966,"Montana             ","MT",707000
1966,"Nebraska            ","NE",1456000
1966,"Nevada              ","NV",446000
1966,"New Hampshire       ","NH",681000
1966,"New Jersey          ","NJ",6851000
1966,"New Mexico          ","NM",1007000
1966,"New York            ","NY",17843000
1966,"North Carolina      ","NC",4896000
1966,"North Dakota        ","ND",647000
1966,"Ohio                ","OH",10330000
1966,"Oklahoma            ","OK",2454000
1966,"Oregon              ","OR",1969000
1966,"Pennsylvania        ","PA",11664000
1966,"Rhode Island        ","RI",899000
1966,"South Carolina      ","SC",2520000
1966,"South Dakota        ","SD",683000
1966,"Tennessee           ","TN",3822000
1966,"Texas               ","TX",10492000
1966,"Utah                ","UT",1008999.9375
1966,"Vermont             ","VT",413000
1966,"Virginia            ","VA",4456000
1966,"Washington          ","WA",3057000
1966,"West Virginia       ","WV",1775000
1966,"Wisconsin           ","WI",4274000
1966,"Wyoming             ","WY",323000
1967,"Alabama             ","AL",3458000
1967,"Alaska              ","AK",278000
1967,"Arizona             ","AZ",1646000
1967,"Arkansas            ","AR",1901000
1967,"California          ","CA",19176000
1967,"Colorado            ","CO",2053000
1967,"Connecticut         ","CT",2935000
1967,"Delaware            ","DE",525000
1967,"Florida             ","FL",6242000
1967,"Georgia             ","GA",4408000
1967,"Hawaii              ","HI",723000
1967,"Idaho               ","ID",688000
1967,"Illinois            ","IL",10947000
1967,"Indiana             ","IN",5053000
1967,"Iowa                ","IA",2793000
1967,"Kansas              ","KS",2197000
1967,"Kentucky            ","KY",3172000
1967,"Louisiana           ","LA",3581000
1967,"Maine               ","ME",1003999.9375
1967,"Maryland            ","MD",3757000
1967,"Massachusetts       ","MA",5594000
1967,"Michigan            ","MI",8630000
1967,"Minnesota           ","MN",3659000
1967,"Mississippi         ","MS",2228000
1967,"Missouri            ","MO",4539000
1967,"Montana             ","MT",701000
1967,"Nebraska            ","NE",1457000
1967,"Nevada              ","NV",449000
1967,"New Hampshire       ","NH",697000
1967,"New Jersey          ","NJ",6928000
1967,"New Mexico          ","NM",1e+06
1967,"New York            ","NY",17935000
1967,"North Carolina      ","NC",4952000
1967,"North Dakota        ","ND",626000
1967,"Ohio                ","OH",10414000
1967,"Oklahoma            ","OK",2489000
1967,"Oregon              ","OR",1979000
1967,"Pennsylvania        ","PA",11681000
1967,"Rhode Island        ","RI",909000
1967,"South Carolina      ","SC",2533000
1967,"South Dakota        ","SD",671000
1967,"Tennessee           ","TN",3859000
1967,"Texas               ","TX",10599000
1967,"Utah                ","UT",1019000.0625
1967,"Vermont             ","VT",423000
1967,"Virginia            ","VA",4508000
1967,"Washington          ","WA",3174000
1967,"West Virginia       ","WV",1769000
1967,"Wisconsin           ","WI",4303000
1967,"Wyoming             ","WY",322000
1968,"Alabama             ","AL",3446000
1968,"Alaska              ","AK",285000
1968,"Arizona             ","AZ",1682000
1968,"Arkansas            ","AR",1902000
1968,"California          ","CA",19394000
1968,"Colorado            ","CO",2120000
1968,"Connecticut         ","CT",2964000
1968,"Delaware            ","DE",534000
1968,"Florida             ","FL",6433000
1968,"Georgia             ","GA",4482000
1968,"Hawaii              ","HI",734000
1968,"Idaho               ","ID",695000
1968,"Illinois            ","IL",10995000
1968,"Indiana             ","IN",5093000
1968,"Iowa                ","IA",2803000
1968,"Kansas              ","KS",2216000
1968,"Kentucky            ","KY",3195000
1968,"Louisiana           ","LA",3603000
1968,"Maine               ","ME",994000
1968,"Maryland            ","MD",3815000
1968,"Massachusetts       ","MA",5618000
1968,"Michigan            ","MI",8696000
1968,"Minnesota           ","MN",3703000
1968,"Mississippi         ","MS",2219000
1968,"Missouri            ","MO",4568000
1968,"Montana             ","MT",7e+05
1968,"Nebraska            ","NE",1467000
1968,"Nevada              ","NV",464000
1968,"New Hampshire       ","NH",709000
1968,"New Jersey          ","NJ",7005000
1968,"New Mexico          ","NM",994000
1968,"New York            ","NY",18051000
1968,"North Carolina      ","NC",5004000
1968,"North Dakota        ","ND",621000
1968,"Ohio                ","OH",10516000
1968,"Oklahoma            ","OK",2503000
1968,"Oregon              ","OR",2004000
1968,"Pennsylvania        ","PA",11741000
1968,"Rhode Island        ","RI",922000
1968,"South Carolina      ","SC",2559000
1968,"South Dakota        ","SD",669000
1968,"Tennessee           ","TN",3878000
1968,"Texas               ","TX",10819000
1968,"Utah                ","UT",1029000
1968,"Vermont             ","VT",430000
1968,"Virginia            ","VA",4558000
1968,"Washington          ","WA",3270000
1968,"West Virginia       ","WV",1763000
1968,"Wisconsin           ","WI",4345000
1968,"Wyoming             ","WY",324000
1969,"Alabama             ","AL",3440000
1969,"Alaska              ","AK",296000
1969,"Arizona             ","AZ",1737000
1969,"Arkansas            ","AR",1913000
1969,"California          ","CA",19711000
1969,"Colorado            ","CO",2166000
1969,"Connecticut         ","CT",3e+06
1969,"Delaware            ","DE",540000
1969,"Florida             ","FL",6641000
1969,"Georgia             ","GA",4551000
1969,"Hawaii              ","HI",750000
1969,"Idaho               ","ID",707000
1969,"Illinois            ","IL",11039000
1969,"Indiana             ","IN",5143000
1969,"Iowa                ","IA",2805000
1969,"Kansas              ","KS",2236000
1969,"Kentucky            ","KY",3198000
1969,"Louisiana           ","LA",3619000
1969,"Maine               ","ME",992000
1969,"Maryland            ","MD",3868000
1969,"Massachusetts       ","MA",5650000
1969,"Michigan            ","MI",8781000
1969,"Minnesota           ","MN",3758000
1969,"Mississippi         ","MS",2220000
1969,"Missouri            ","MO",4640000
1969,"Montana             ","MT",694000
1969,"Nebraska            ","NE",1474000
1969,"Nevada              ","NV",480000
1969,"New Hampshire       ","NH",724000
1969,"New Jersey          ","NJ",7095000
1969,"New Mexico          ","NM",1011000.0625
1969,"New York            ","NY",18105000
1969,"North Carolina      ","NC",5031000
1969,"North Dakota        ","ND",621000
1969,"Ohio                ","OH",10563000
1969,"Oklahoma            ","OK",2535000
1969,"Oregon              ","OR",2062000
1969,"Pennsylvania        ","PA",11741000
1969,"Rhode Island        ","RI",932000
1969,"South Carolina      ","SC",2570000
1969,"South Dakota        ","SD",668000
1969,"Tennessee           ","TN",3897000
1969,"Texas               ","TX",11045000
1969,"Utah                ","UT",1047000
1969,"Vermont             ","VT",437000
1969,"Virginia            ","VA",4614000
1969,"Washington          ","WA",3343000
1969,"West Virginia       ","WV",1746000
1969,"Wisconsin           ","WI",4378000
1969,"Wyoming             ","WY",329000
1970,"Alabama             ","AL",3444000
1970,"Alaska              ","AK",303000
1970,"Arizona             ","AZ",1775000
1970,"Arkansas            ","AR",1923000
1970,"California          ","CA",19971000
1970,"Colorado            ","CO",2210000
1970,"Connecticut         ","CT",3032000
1970,"Delaware            ","DE",548000
1970,"Florida             ","FL",6791000
1970,"Georgia             ","GA",4588000
1970,"Hawaii              ","HI",770000
1970,"Idaho               ","ID",713000
1970,"Illinois            ","IL",11110000
1970,"Indiana             ","IN",5195000
1970,"Iowa                ","IA",2825000
1970,"Kansas              ","KS",2249000
1970,"Kentucky            ","KY",3221000
1970,"Louisiana           ","LA",3645000
1970,"Maine               ","ME",994000
1970,"Maryland            ","MD",3924000
1970,"Massachusetts       ","MA",5689000
1970,"Michigan            ","MI",8882000
1970,"Minnesota           ","MN",3806000
1970,"Mississippi         ","MS",2217000
1970,"Missouri            ","MO",4678000
1970,"Montana             ","MT",694000
1970,"Nebraska            ","NE",1485000
1970,"Nevada              ","NV",489000
1970,"New Hampshire       ","NH",738000
1970,"New Jersey          ","NJ",7171000
1970,"New Mexico          ","NM",1017000
1970,"New York            ","NY",18241000
1970,"North Carolina      ","NC",5084000
1970,"North Dakota        ","ND",618000
1970,"Ohio                ","OH",10657000
1970,"Oklahoma            ","OK",2559000
1970,"Oregon              ","OR",2092000
1970,"Pennsylvania        ","PA",11801000
1970,"Rhode Island        ","RI",950000
1970,"South Carolina      ","SC",2591000
1970,"South Dakota        ","SD",666000
1970,"Tennessee           ","TN",3926000
1970,"Texas               ","TX",11199000
1970,"Utah                ","UT",1059000
1970,"Vermont             ","VT",445000
1970,"Virginia            ","VA",4651000
1970,"Washington          ","WA",3413000
1970,"West Virginia       ","WV",1744000
1970,"Wisconsin           ","WI",4418000
1970,"Wyoming             ","WY",332000
1971,"Alabama             ","AL",3497000
1971,"Alaska              ","AK",316000
1971,"Arizona             ","AZ",1896000
1971,"Arkansas            ","AR",1972000
1971,"California          ","CA",20346000
1971,"Colorado            ","CO",2304000
1971,"Connecticut         ","CT",3061000
1971,"Delaware            ","DE",565000
1971,"Florida             ","FL",7158000
1971,"Georgia             ","GA",4712000
1971,"Hawaii              ","HI",802000
1971,"Idaho               ","ID",739000
1971,"Illinois            ","IL",11202000
1971,"Indiana             ","IN",5253000
1971,"Iowa                ","IA",2852000
1971,"Kansas              ","KS",2247000
1971,"Kentucky            ","KY",3298000
1971,"Louisiana           ","LA",3710000
1971,"Maine               ","ME",1015000
1971,"Maryland            ","MD",4018000
1971,"Massachusetts       ","MA",5738000
1971,"Michigan            ","MI",8974000
1971,"Minnesota           ","MN",3853000
1971,"Mississippi         ","MS",2265000
1971,"Missouri            ","MO",4726000
1971,"Montana             ","MT",711000
1971,"Nebraska            ","NE",1505000
1971,"Nevada              ","NV",520000
1971,"New Hampshire       ","NH",762000
1971,"New Jersey          ","NJ",7281000
1971,"New Mexico          ","NM",1054000
1971,"New York            ","NY",18358000
1971,"North Carolina      ","NC",5204000
1971,"North Dakota        ","ND",627000
1971,"Ohio                ","OH",10735000
1971,"Oklahoma            ","OK",2619000
1971,"Oregon              ","OR",2151000
1971,"Pennsylvania        ","PA",11886000
1971,"Rhode Island        ","RI",963000
1971,"South Carolina      ","SC",2662000
1971,"South Dakota        ","SD",671000
1971,"Tennessee           ","TN",4014000
1971,"Texas               ","TX",11510000
1971,"Utah                ","UT",1101000
1971,"Vermont             ","VT",454000
1971,"Virginia            ","VA",4751000
1971,"Washington          ","WA",3448000
1971,"West Virginia       ","WV",1771000
1971,"Wisconsin           ","WI",4462000
1971,"Wyoming             ","WY",340000
1972,"Alabama             ","AL",3539000
1972,"Alaska              ","AK",324000
1972,"Arizona             ","AZ",2008000
1972,"Arkansas            ","AR",2019000
1972,"California          ","CA",20585000
1972,"Colorado            ","CO",2405000
1972,"Connecticut         ","CT",3069000
1972,"Delaware            ","DE",573000
1972,"Florida             ","FL",7511000
1972,"Georgia             ","GA",4809000
1972,"Hawaii              ","HI",828000
1972,"Idaho               ","ID",763000
1972,"Illinois            ","IL",11252000
1972,"Indiana             ","IN",5302000
1972,"Iowa                ","IA",2860000
1972,"Kansas              ","KS",2256000
1972,"Kentucky            ","KY",3336000
1972,"Louisiana           ","LA",3762000
1972,"Maine               ","ME",1034000
1972,"Maryland            ","MD",4074000
1972,"Massachusetts       ","MA",5760000
1972,"Michigan            ","MI",9029000
1972,"Minnesota           ","MN",3870000
1972,"Mississippi         ","MS",2307000
1972,"Missouri            ","MO",4759000
1972,"Montana             ","MT",719000
1972,"Nebraska            ","NE",1519000
1972,"Nevada              ","NV",547000
1972,"New Hampshire       ","NH",781000
1972,"New Jersey          ","NJ",7335000
1972,"New Mexico          ","NM",1079000
1972,"New York            ","NY",18339000
1972,"North Carolina      ","NC",5301000
1972,"North Dakota        ","ND",631000
1972,"Ohio                ","OH",10747000
1972,"Oklahoma            ","OK",2659000
1972,"Oregon              ","OR",2197000
1972,"Pennsylvania        ","PA",11908000
1972,"Rhode Island        ","RI",975000
1972,"South Carolina      ","SC",2719000
1972,"South Dakota        ","SD",677000
1972,"Tennessee           ","TN",4095000
1972,"Texas               ","TX",11759000
1972,"Utah                ","UT",1135000
1972,"Vermont             ","VT",463000
1972,"Virginia            ","VA",4824000
1972,"Washington          ","WA",3448000
1972,"West Virginia       ","WV",1798000
1972,"Wisconsin           ","WI",4502000
1972,"Wyoming             ","WY",347000
1973,"Alabama             ","AL",3580000
1973,"Alaska              ","AK",331000
1973,"Arizona             ","AZ",2124000
1973,"Arkansas            ","AR",2059000
1973,"California          ","CA",20869000
1973,"Colorado            ","CO",2496000
1973,"Connecticut         ","CT",3068000
1973,"Delaware            ","DE",578000
1973,"Florida             ","FL",7914000
1973,"Georgia             ","GA",4910000
1973,"Hawaii              ","HI",852000
1973,"Idaho               ","ID",782000
1973,"Illinois            ","IL",11251000
1973,"Indiana             ","IN",5338000
1973,"Iowa                ","IA",2864000
1973,"Kansas              ","KS",2266000
1973,"Kentucky            ","KY",3371000
1973,"Louisiana           ","LA",3788000
1973,"Maine               ","ME",1046000
1973,"Maryland            ","MD",4098000
1973,"Massachusetts       ","MA",5781000
1973,"Michigan            ","MI",9078000
1973,"Minnesota           ","MN",3889000
1973,"Mississippi         ","MS",2350000
1973,"Missouri            ","MO",4783000
1973,"Montana             ","MT",727000
1973,"Nebraska            ","NE",1530000
1973,"Nevada              ","NV",569000
1973,"New Hampshire       ","NH",801000
1973,"New Jersey          ","NJ",7333000
1973,"New Mexico          ","NM",1106000
1973,"New York            ","NY",18177000
1973,"North Carolina      ","NC",5390000
1973,"North Dakota        ","ND",633000
1973,"Ohio                ","OH",10767000
1973,"Oklahoma            ","OK",2696000
1973,"Oregon              ","OR",2242000
1973,"Pennsylvania        ","PA",11891000
1973,"Rhode Island        ","RI",976000
1973,"South Carolina      ","SC",2777000
1973,"South Dakota        ","SD",679000
1973,"Tennessee           ","TN",4147000
1973,"Texas               ","TX",12020000
1973,"Utah                ","UT",1170000
1973,"Vermont             ","VT",468000
1973,"Virginia            ","VA",4901000
1973,"Washington          ","WA",3479000
1973,"West Virginia       ","WV",1806000
1973,"Wisconsin           ","WI",4524000
1973,"Wyoming             ","WY",354000
1974,"Alabama             ","AL",3627000
1974,"Alaska              ","AK",341000
1974,"Arizona             ","AZ",2223000
1974,"Arkansas            ","AR",2101000
1974,"California          ","CA",21174000
1974,"Colorado            ","CO",2541000
1974,"Connecticut         ","CT",3074000
1974,"Delaware            ","DE",581000
1974,"Florida             ","FL",8299000
1974,"Georgia             ","GA",4999000
1974,"Hawaii              ","HI",868000
1974,"Idaho               ","ID",808000
1974,"Illinois            ","IL",11262000
1974,"Indiana             ","IN",5362000
1974,"Iowa                ","IA",2868000
1974,"Kansas              ","KS",2270000
1974,"Kentucky            ","KY",3416000
1974,"Louisiana           ","LA",3820000
1974,"Maine               ","ME",1059000
1974,"Maryland            ","MD",4119000
1974,"Massachusetts       ","MA",5774000
1974,"Michigan            ","MI",9118000
1974,"Minnesota           ","MN",3904000
1974,"Mississippi         ","MS",2378000
1974,"Missouri            ","MO",4796000
1974,"Montana             ","MT",736000
1974,"Nebraska            ","NE",1539000
1974,"Nevada              ","NV",597000
1974,"New Hampshire       ","NH",816000
1974,"New Jersey          ","NJ",7332000
1974,"New Mexico          ","NM",1131000
1974,"New York            ","NY",18050000
1974,"North Carolina      ","NC",5471000
1974,"North Dakota        ","ND",635000
1974,"Ohio                ","OH",10766000
1974,"Oklahoma            ","OK",2735000
1974,"Oregon              ","OR",2285000
1974,"Pennsylvania        ","PA",11871000
1974,"Rhode Island        ","RI",951000
1974,"South Carolina      ","SC",2845000
1974,"South Dakota        ","SD",680000
1974,"Tennessee           ","TN",4214000
1974,"Texas               ","TX",12269000
1974,"Utah                ","UT",1200000
1974,"Vermont             ","VT",473000
1974,"Virginia            ","VA",4971000
1974,"Washington          ","WA",3550000
1974,"West Virginia       ","WV",1815000
1974,"Wisconsin           ","WI",4546000
1974,"Wyoming             ","WY",366000
1975,"Alabama             ","AL",3679000
1975,"Alaska              ","AK",376000
1975,"Arizona             ","AZ",2285000
1975,"Arkansas            ","AR",2160000
1975,"California          ","CA",21538000
1975,"Colorado            ","CO",2586000
1975,"Connecticut         ","CT",3083000
1975,"Delaware            ","DE",587000
1975,"Florida             ","FL",8518000
1975,"Georgia             ","GA",5064000
1975,"Hawaii              ","HI",886000
1975,"Idaho               ","ID",832000
1975,"Illinois            ","IL",11292000
1975,"Indiana             ","IN",5366000
1975,"Iowa                ","IA",2881000
1975,"Kansas              ","KS",2281000
1975,"Kentucky            ","KY",3468000
1975,"Louisiana           ","LA",3886000
1975,"Maine               ","ME",1072000
1975,"Maryland            ","MD",4139000
1975,"Massachusetts       ","MA",5758000
1975,"Michigan            ","MI",9118000
1975,"Minnesota           ","MN",3933000
1975,"Mississippi         ","MS",2399000
1975,"Missouri            ","MO",4808000
1975,"Montana             ","MT",748000
1975,"Nebraska            ","NE",1543000
1975,"Nevada              ","NV",620000
1975,"New Hampshire       ","NH",829000
1975,"New Jersey          ","NJ",7338000
1975,"New Mexico          ","NM",1160000
1975,"New York            ","NY",18003000
1975,"North Carolina      ","NC",5547000
1975,"North Dakota        ","ND",639000
1975,"Ohio                ","OH",10770000
1975,"Oklahoma            ","OK",2775000
1975,"Oregon              ","OR",2330000
1975,"Pennsylvania        ","PA",11906000
1975,"Rhode Island        ","RI",943000
1975,"South Carolina      ","SC",2902000
1975,"South Dakota        ","SD",681000
1975,"Tennessee           ","TN",4276000
1975,"Texas               ","TX",12569000
1975,"Utah                ","UT",1236000
1975,"Vermont             ","VT",480000
1975,"Virginia            ","VA",5047000
1975,"Washington          ","WA",3621000
1975,"West Virginia       ","WV",1842000
1975,"Wisconsin           ","WI",4579000
1975,"Wyoming             ","WY",382000
1976,"Alabama             ","AL",3735000
1976,"Alaska              ","AK",401000
1976,"Arizona             ","AZ",2346000
1976,"Arkansas            ","AR",2170000
1976,"California          ","CA",21936000
1976,"Colorado            ","CO",2632000
1976,"Connecticut         ","CT",3083000
1976,"Delaware            ","DE",590000
1976,"Florida             ","FL",8667000
1976,"Georgia             ","GA",5133000
1976,"Hawaii              ","HI",904000
1976,"Idaho               ","ID",857000
1976,"Illinois            ","IL",11343000
1976,"Indiana             ","IN",5389000
1976,"Iowa                ","IA",2903000
1976,"Kansas              ","KS",2301000
1976,"Kentucky            ","KY",3529000
1976,"Louisiana           ","LA",3951000
1976,"Maine               ","ME",1088000
1976,"Maryland            ","MD",4151000
1976,"Massachusetts       ","MA",5744000
1976,"Michigan            ","MI",9129000
1976,"Minnesota           ","MN",3965000
1976,"Mississippi         ","MS",2430000
1976,"Missouri            ","MO",4839000
1976,"Montana             ","MT",757000
1976,"Nebraska            ","NE",1551000
1976,"Nevada              ","NV",647000
1976,"New Hampshire       ","NH",845000
1976,"New Jersey          ","NJ",7340000
1976,"New Mexico          ","NM",1189000
1976,"New York            ","NY",17941000
1976,"North Carolina      ","NC",5608000
1976,"North Dakota        ","ND",646000
1976,"Ohio                ","OH",10753000
1976,"Oklahoma            ","OK",2827000
1976,"Oregon              ","OR",2378000
1976,"Pennsylvania        ","PA",11897000
1976,"Rhode Island        ","RI",946000
1976,"South Carolina      ","SC",2944000
1976,"South Dakota        ","SD",686000
1976,"Tennessee           ","TN",4347000
1976,"Texas               ","TX",12904000
1976,"Utah                ","UT",1275000
1976,"Vermont             ","VT",485000
1976,"Virginia            ","VA",5122000
1976,"Washington          ","WA",3694000
1976,"West Virginia       ","WV",1880000
1976,"Wisconsin           ","WI",4596000
1976,"Wyoming             ","WY",397000
1977,"Alabama             ","AL",3780000
1977,"Alaska              ","AK",403000
1977,"Arizona             ","AZ",2425000
1977,"Arkansas            ","AR",2209000
1977,"California          ","CA",22352000
1977,"Colorado            ","CO",2696000
1977,"Connecticut         ","CT",3086000
1977,"Delaware            ","DE",592000
1977,"Florida             ","FL",8856000
1977,"Georgia             ","GA",5220000
1977,"Hawaii              ","HI",918000
1977,"Idaho               ","ID",883000
1977,"Illinois            ","IL",11386000
1977,"Indiana             ","IN",5426000
1977,"Iowa                ","IA",2914000
1977,"Kansas              ","KS",2321000
1977,"Kentucky            ","KY",3574000
1977,"Louisiana           ","LA",4014000
1977,"Maine               ","ME",1104000
1977,"Maryland            ","MD",4170000
1977,"Massachusetts       ","MA",5738000
1977,"Michigan            ","MI",9171000
1977,"Minnesota           ","MN",3989000
1977,"Mississippi         ","MS",2459000
1977,"Missouri            ","MO",4863000
1977,"Montana             ","MT",770000
1977,"Nebraska            ","NE",1557000
1977,"Nevada              ","NV",678000
1977,"New Hampshire       ","NH",870000
1977,"New Jersey          ","NJ",7337000
1977,"New Mexico          ","NM",1216000
1977,"New York            ","NY",17813000
1977,"North Carolina      ","NC",5686000
1977,"North Dakota        ","ND",650000
1977,"Ohio                ","OH",10771000
1977,"Oklahoma            ","OK",2870000
1977,"Oregon              ","OR",2447000
1977,"Pennsylvania        ","PA",11894000
1977,"Rhode Island        ","RI",950000
1977,"South Carolina      ","SC",2992000
1977,"South Dakota        ","SD",688000
1977,"Tennessee           ","TN",4423000
1977,"Texas               ","TX",13193000
1977,"Utah                ","UT",1320000
1977,"Vermont             ","VT",492000
1977,"Virginia            ","VA",5193000
1977,"Washington          ","WA",3776000
1977,"West Virginia       ","WV",1908000
1977,"Wisconsin           ","WI",4627000
1977,"Wyoming             ","WY",413000
1978,"Alabama             ","AL",3832000
1978,"Alaska              ","AK",405000
1978,"Arizona             ","AZ",2515000
1978,"Arkansas            ","AR",2243000
1978,"California          ","CA",22836000
1978,"Colorado            ","CO",2767000
1978,"Connecticut         ","CT",3092000
1978,"Delaware            ","DE",595000
1978,"Florida             ","FL",9102000
1978,"Georgia             ","GA",5296000
1978,"Hawaii              ","HI",932000
1978,"Idaho               ","ID",911000
1978,"Illinois            ","IL",11413000
1978,"Indiana             ","IN",5470000
1978,"Iowa                ","IA",2918000
1978,"Kansas              ","KS",2336000
1978,"Kentucky            ","KY",3610000
1978,"Louisiana           ","LA",4069000
1978,"Maine               ","ME",1114000
1978,"Maryland            ","MD",4184000
1978,"Massachusetts       ","MA",5736000
1978,"Michigan            ","MI",9218000
1978,"Minnesota           ","MN",4015000
1978,"Mississippi         ","MS",2488000
1978,"Missouri            ","MO",4889000
1978,"Montana             ","MT",782000
1978,"Nebraska            ","NE",1564000
1978,"Nevada              ","NV",719000
1978,"New Hampshire       ","NH",892000
1978,"New Jersey          ","NJ",7351000
1978,"New Mexico          ","NM",1238000
1978,"New York            ","NY",17681000
1978,"North Carolina      ","NC",5759000
1978,"North Dakota        ","ND",651000
1978,"Ohio                ","OH",10796000
1978,"Oklahoma            ","OK",2917000
